district,COUNTYFP,date ,doy,year,tminc,tmeanc,tmaxc,pr,rmean,vpd
Erie,29,6/8/22,159,2022,12.19947917,16.8614923,21.52350542,16.77213382,69.5111421,0.635343849
Erie,29,6/9/22,160,2022,9.976256647,14.32501381,18.67377098,4.945982625,76.56957941,0.415462712
Erie,29,6/10/22,161,2022,11.60142125,16.18405187,20.76668249,0.066318829,65.75951522,0.673863636
Erie,29,6/11/22,162,2022,14.17647023,18.86407783,23.55168542,0.525629424,57.04934254,0.987315726
Erie,29,6/12/22,163,2022,13.54647364,18.06270356,22.57893348,1.746363901,73.71077716,0.586260168
Erie,29,6/13/22,164,2022,14.09680207,19.10318862,24.10957516,0.099032126,64.50649871,0.856250598
Erie,29,6/14/22,165,2022,14.28729075,20.56491171,26.84253267,0,58.87376003,1.161650488
Erie,29,6/15/22,166,2022,19.92993228,25.97010638,32.01028048,0.778567792,64.31360075,1.398926845
Erie,29,6/16/22,167,2022,19.17404118,24.94155187,30.70906256,0.387562713,77.6522607,0.845938623
Erie,29,6/17/22,168,2022,10.51171586,17.85133795,25.19096004,0.001779843,74.90713946,0.643570338
Erie,29,6/18/22,169,2022,8.519489229,13.4727768,18.42606437,0,60.45287807,0.668682331
Erie,29,6/19/22,170,2022,9.779181398,15.09666933,20.41415726,0,53.62259533,0.871821368
Erie,29,6/20/22,171,2022,12.78115931,17.84665225,22.91214519,4.996429493,58.83715665,0.913039625
Erie,29,6/21/22,172,2022,17.52336259,23.20623796,28.88911333,1.38929629947483E-04,67.76738093,1.070184152
Erie,29,6/22/22,173,2022,13.67882174,22.41867494,31.15852814,9.501677921,76.02159962,0.690680603
Erie,29,6/23/22,174,2022,13.50230864,19.3076618,25.11301497,0,76.72556263,0.646835183
Erie,29,6/24/22,175,2022,13.00963608,19.71868237,26.42772865,0,71.42510552,0.866806933
Erie,29,6/25/22,176,2022,16.79632668,23.94798388,31.09964108,0,57.8554894,1.541907504
Erie,29,6/26/22,177,2022,14.83839769,21.87237335,28.906349,3.017909594,75.59533202,0.795506706
Erie,29,6/27/22,178,2022,10.190932,16.24685901,22.30278602,0,74.53774724,0.595062592
Erie,29,6/28/22,179,2022,10.75934271,16.45557251,22.15180232,0,62.12256222,0.814690418
Erie,29,6/29/22,180,2022,13.08013339,18.35282093,23.62550848,0.061028697,63.48378153,0.856410366
Erie,29,6/30/22,181,2022,17.43506602,22.87431257,28.31355913,0,61.10942726,1.202748953
Erie,29,7/1/22,182,2022,17.55186104,23.23836024,28.92485944,10.26132511,73.49682564,0.897397848
Erie,29,7/2/22,183,2022,13.31520591,19.67156467,26.02792342,0,74.74649088,0.718193141
Erie,29,7/3/22,184,2022,12.67247588,19.01224662,25.35201736,0,60.01216476,1.039528723
Erie,29,7/4/22,185,2022,19.26141107,23.48225402,27.70309696,0,52.94400826,1.385391549
Erie,29,7/5/22,186,2022,16.96696824,20.81762485,24.66828146,2.245101182,81.1287952,0.452324908
Erie,29,7/6/22,187,2022,13.45339844,18.63352668,23.81365493,0,81.65110353,0.350499375
Erie,29,7/7/22,188,2022,14.86911735,21.09607354,27.32302973,0,66.6997662,1.005420264
Erie,29,7/8/22,189,2022,14.44245325,20.94005242,27.4376516,0,71.94226272,0.895040212
Erie,29,7/9/22,190,2022,9.193982211,16.86864211,24.54330202,0,70.3620919,0.80103734
Erie,29,7/10/22,191,2022,11.68552152,19.52832781,27.3711341,0,60.23899905,1.201752983
Erie,29,7/11/22,192,2022,17.66001404,23.30638739,28.95276075,1.351246507,61.51352105,1.24708217
Erie,29,7/12/22,193,2022,16.32941472,21.8419287,27.35444268,0.908443839,76.56510344,0.724562914
Erie,29,7/13/22,194,2022,13.58242466,19.60315202,25.62387938,0.393925689,73.66541806,0.740790504
Erie,29,7/14/22,195,2022,12.8075585,18.97642648,25.14529446,0,67.65303547,0.867048982
Erie,29,7/15/22,196,2022,14.68713381,20.67722235,26.6673109,0,57.39703699,1.17797117
Erie,29,7/16/22,197,2022,15.40277645,22.94108056,30.47938467,0,51.67198343,1.646041427
Erie,29,7/17/22,198,2022,18.18013211,23.54869684,28.91726156,34.25616928,64.6243429,1.135305265
Erie,29,7/18/22,199,2022,18.70584486,21.58814388,24.4704429,9.382132117,78.31441954,0.514147201
Erie,29,7/19/22,200,2022,21.12048956,25.30539665,29.49030375,0.027773576,71.15046102,0.955132678
Erie,29,7/20/22,201,2022,21.37147224,26.61974836,31.86802447,4.73721617,70.63374493,1.13439203
Erie,29,7/21/22,202,2022,18.90716304,23.16532446,27.42348589,0.003936339,75.96314093,0.712200956
Erie,29,7/22/22,203,2022,19.17604629,23.87111889,28.56619149,0,70.79828349,0.925571079
Erie,29,7/23/22,204,2022,19.52300407,24.94057357,30.35814308,0.204360847,65.40916383,1.209701149
Erie,29,7/24/22,205,2022,19.17303036,24.346001,29.51897165,24.95200447,74.94789299,0.854098267
Erie,29,7/25/22,206,2022,12.1831412,18.18273404,24.18232688,0,79.12979249,0.424316233
Erie,29,7/26/22,207,2022,14.03200806,19.71229874,25.39258941,0,63.75216434,0.948940275
Erie,29,7/27/22,208,2022,17.89532305,22.23224477,26.5691665,4.68002962,66.85173499,0.933092725
Erie,29,7/28/22,209,2022,16.24022493,21.50315466,26.76608439,14.26320838,77.9848303,0.622693539
Erie,29,7/29/22,210,2022,15.42532054,20.44108759,25.45685464,0.001560643,68.07701876,0.842618824
Erie,29,7/30/22,211,2022,14.64647054,19.50391201,24.36135348,0,69.06320464,0.766096075
Erie,29,7/31/22,212,2022,16.28702005,21.63819397,26.98936789,0,67.3402888,0.948671985
Erie,29,8/1/22,213,2022,18.23807702,22.99694434,27.75581165,2.802630392,71.30472591,0.880447662
Erie,29,8/2/22,214,2022,14.26398983,19.24076775,24.21754567,0,80.46889659,0.397810006
Erie,29,8/3/22,215,2022,17.94696146,24.68623508,31.4255087,0.025434928,66.3780698,1.284251866
Erie,29,8/4/22,216,2022,20.90881214,23.94404044,26.97926875,2.821913829,77.52599387,0.63246832
Erie,29,8/5/22,217,2022,19.43161487,24.51963677,29.60765867,8.537716296,71.07094685,0.991484697
Erie,29,8/6/22,218,2022,20.75239455,25.59165565,30.43091675,2.321356568,67.78021206,1.141622086
Erie,29,8/7/22,219,2022,21.98594475,26.46509682,30.94424889,0.276463781,68.28917115,1.151110202
Erie,29,8/8/22,220,2022,18.26954107,23.91548987,29.56143867,11.28887015,77.81669152,0.65511292
Erie,29,8/9/22,221,2022,14.58524422,18.33730734,22.08937045,0.0190843,87.05561604,0.137393526
Erie,29,8/10/22,222,2022,14.99825138,20.24667268,25.49509399,0,69.00385977,0.837159968
Erie,29,8/11/22,223,2022,11.90591265,18.59141869,25.27692474,0,67.81208648,0.887814022
Erie,29,8/12/22,224,2022,9.751454119,17.10672586,24.46199761,0,58.38841019,1.042193233
Erie,29,8/13/22,225,2022,11.49110648,18.55392561,25.61674473,0,55.60779466,1.168293643
Erie,29,8/14/22,226,2022,14.79722012,20.93577277,27.07432542,0,56.17906257,1.247917906
Erie,29,8/15/22,227,2022,16.06756342,21.03246958,25.99737574,0.800748677,59.48580831,1.088221388
Erie,29,8/16/22,228,2022,14.266339,19.03472331,23.80310762,4.83022336,70.05468487,0.723555208
Erie,29,8/17/22,229,2022,12.76394045,19.34278912,25.92163779,6.036836401,70.76025612,0.845534495
Erie,29,8/18/22,230,2022,14.25091146,20.52947255,26.80803365,0,66.94293744,0.981627629
Erie,29,8/19/22,231,2022,15.03168664,21.74495601,28.45822539,0,63.13425444,1.186836883
Erie,29,8/20/22,232,2022,17.10363231,23.60544092,30.10724954,3.505083284,58.45913382,1.427357404
Erie,29,8/21/22,233,2022,17.8282359,21.89719987,25.96616383,9.83028046,72.98496706,0.735358052
Erie,29,8/22/22,234,2022,17.58417635,20.7820474,23.97991844,9.6601982,74.99793334,0.59249456
Erie,29,8/23/22,235,2022,15.30752001,20.80071987,26.29391972,1.622917211,75.53067191,0.693096895
Erie,29,8/24/22,236,2022,15.82220836,21.42238764,27.02256692,3.098240218,72.24636618,0.837781448
Erie,29,8/25/22,237,2022,17.21117992,22.68227587,28.15337182,2.128634943,71.08959255,0.921162221
Erie,29,8/26/22,238,2022,13.89831987,19.61120549,25.32409112,4.279336513,78.23444372,0.481243418
Erie,29,8/27/22,239,2022,13.66204575,19.25584983,24.84965392,0,67.70325862,0.838796097
Erie,29,8/28/22,240,2022,18.24989834,23.76682951,29.28376067,0,62.16131896,1.251653417
Erie,29,8/29/22,241,2022,20.94532588,25.81783091,30.69033595,4.254483581,65.78185489,1.223448998
Erie,29,8/30/22,242,2022,15.43156351,19.28129273,23.13102196,21.76989702,85.56869605,0.214363008
Erie,29,8/31/22,243,2022,12.36864146,18.5684902,24.76833895,1.184839681,74.44022014,0.646277615
Erie,29,9/1/22,244,2022,11.74728043,16.90196504,22.05664966,0.027274973,65.72430116,0.760000464
Erie,29,9/2/22,245,2022,14.3826307,21.1674423,27.9522539,0,58.56112208,1.291309335
Erie,29,9/3/22,246,2022,18.5747697,23.94932343,29.32387717,0.632671619,63.68616102,1.223989905
Erie,29,9/4/22,247,2022,17.18936391,19.76494621,22.34052851,11.76931047,84.7205908,0.31843102
Erie,29,9/5/22,248,2022,16.59756389,18.57292432,20.54828474,14.17561478,86.71887171,0.241742024
Erie,29,9/6/22,249,2022,16.43629121,18.13541446,19.83453772,0.615021385,80.29577577,0.373249254
Erie,29,9/7/22,250,2022,13.71369278,18.24068011,22.76766743,0.793754344,78.21554154,0.479177535
Erie,29,9/8/22,251,2022,13.53349583,18.97165723,24.40981862,0,70.26203819,0.773169912
Erie,29,9/9/22,252,2022,14.62455717,20.90623981,27.18792246,0,67.58096242,1.006370077
Erie,29,9/10/22,253,2022,16.72724883,21.94683109,27.16641336,0.094237508,64.96034948,1.047230975
Erie,29,9/11/22,254,2022,18.10765155,19.73047782,21.3533041,2.639442119,73.93420888,0.555175895
Erie,29,9/12/22,255,2022,12.98679809,18.38062951,23.77446093,12.27943071,79.91527286,0.394921504
Erie,29,9/13/22,256,2022,12.48485581,16.56772222,20.65058864,6.768362667,75.42255682,0.501518497
Erie,29,9/14/22,257,2022,9.529808429,16.49066705,23.45152567,0.079693121,75.11353011,0.513855294
Erie,29,9/15/22,258,2022,7.949310096,13.47907984,19.00884957,0,65.49023788,0.635584352
Erie,29,9/16/22,259,2022,10.11879496,16.64247145,23.16614795,0,72.27561147,0.68778284
Erie,29,9/17/22,260,2022,14.84808578,20.42852072,26.00895567,0,69.32363294,0.88140211
Erie,29,9/18/22,261,2022,18.65796661,22.28881873,25.91967084,0.683024344,66.96300626,0.914426298
Erie,29,9/19/22,262,2022,14.20068088,18.89027453,23.57986819,18.10979916,80.19059036,0.445796914
Erie,29,9/20/22,263,2022,13.81592768,18.19854736,22.58116704,0,71.20947743,0.660975751
Erie,29,9/21/22,264,2022,13.65620144,19.62558252,25.5949636,6.258280969,76.80081493,0.584356831
Erie,29,9/22/22,265,2022,5.526175561,11.04981903,16.57346249,1.475180995,79.53361012,0.246889366
Erie,29,9/23/22,266,2022,5.095785121,9.266484963,13.43718481,0.001574536,63.18158712,0.46517497
Erie,29,9/24/22,267,2022,6.56670815,12.07058134,17.57445453,3.366868369,67.68144344,0.554348958
Erie,29,9/25/22,268,2022,10.96025201,14.13330524,17.30635848,26.10156829,76.2220565,0.387536777
Erie,29,9/26/22,269,2022,10.58536823,13.04335642,15.5013446,32.52586086,72.41343386,0.400724131
Erie,29,9/27/22,270,2022,10.42112641,12.88191139,15.34269637,12.48426856,72.01516262,0.403814081
Erie,29,9/28/22,271,2022,8.483380048,11.28890414,14.09442822,1.503382169,78.13993028,0.288893194
Erie,29,9/29/22,272,2022,2.767542948,8.888681242,15.00981954,0,73.00187038,0.394662013
Erie,29,9/30/22,273,2022,4.397109717,10.45413552,16.51116132,0,63.1047546,0.581149103
Erie,29,10/1/22,274,2022,8.631194357,12.85541257,17.07963078,0,63.40593022,0.596336272
Erie,29,10/2/22,275,2022,2.248546847,7.871067606,13.49358837,0.001180902,75.95232787,0.282733211
Erie,29,10/3/22,276,2022,3.05601845,8.681564267,14.30711008,0,63.81706538,0.502047509
Erie,29,10/4/22,277,2022,4.080256272,10.6185174,17.15677853,0,62.36415291,0.63149828
Erie,29,10/5/22,278,2022,6.600255434,13.69133164,20.78240785,0,66.5622567,0.736448187
Erie,29,10/6/22,279,2022,9.371113504,15.08549327,20.79987303,1.896971329,69.72936368,0.656866368
Erie,29,10/7/22,280,2022,3.222552045,7.614560564,12.00656908,0.303669287,80.91902634,0.184884612
Erie,29,10/8/22,281,2022,4.332840522,7.635589234,10.93833795,0,62.51243819,0.412670381
Erie,29,10/9/22,282,2022,7.041069213,11.08283576,15.1246023,2.601258088,59.45015959,0.581023908
Erie,29,10/10/22,283,2022,5.453229095,10.30879108,15.16435306,0.002361804,67.79399602,0.476788407
Erie,29,10/11/22,284,2022,8.391234895,14.76227834,21.13332179,0,56.46619913,0.90090397
Erie,29,10/12/22,285,2022,11.65865187,16.27516447,20.89167707,21.81564187,58.38657182,0.856571526
Erie,29,10/13/22,286,2022,4.355799799,9.739686895,15.12357399,9.18317712,80.43112039,0.187075222
Erie,29,10/14/22,287,2022,5.162743394,10.05305144,14.94335949,0.101748971,56.88112043,0.603793862
Erie,29,10/15/22,288,2022,3.618341859,8.977123002,14.33590414,1.449841773,61.66034951,0.526435061
Erie,29,10/16/22,289,2022,6.158092833,10.96747502,15.77685721,2.164001788,58.08515005,0.62014001
Erie,29,10/17/22,290,2022,1.937547601,6.866780746,11.79601389,7.803860699,74.0642339,0.318331766
Erie,29,10/18/22,291,2022,2.307423016,4.765622195,7.223821374,11.99783579,77.91060924,0.191940384
Erie,29,10/19/22,292,2022,1.831332512,4.184509379,6.537686245,16.08974702,78.46413986,0.179221378
Erie,29,10/20/22,293,2022,0.775242647,3.679152677,6.583062706,1.005106428,74.99093317,0.207784535
Erie,29,10/21/22,294,2022,4.069294749,10.95100862,17.8327225,0,51.2459109,0.801592443
Erie,29,10/22/22,295,2022,8.337201925,15.31364656,22.29009119,0,51.1712956,1.0561126
Erie,29,10/23/22,296,2022,6.963307591,14.92788608,22.89246456,0,57.75016453,0.998087864
Erie,29,10/24/22,297,2022,8.646326259,15.62722956,22.60813287,0,56.97622003,0.981159135
Erie,29,10/25/22,298,2022,11.38421033,17.65426053,23.92431074,0,61.82487592,0.960550312
Erie,29,10/26/22,299,2022,5.418129749,11.00042864,16.58272753,9.686946801,78.79180665,0.253447616
Erie,29,10/27/22,300,2022,-0.428101183,4.428052356,9.284205895,0,76.51450186,0.225188248
Erie,29,10/28/22,301,2022,0.152103851,6.09567447,12.03924509,0,66.2729309,0.412252972
Erie,29,10/29/22,302,2022,1.279502061,8.992467546,16.70543303,0,60.99852416,0.643854683
Erie,29,10/30/22,303,2022,3.217298528,10.20236431,17.1874301,0.226345689,58.21993499,0.687396927
Erie,29,10/31/22,304,2022,8.76082616,12.85436475,16.94790335,1.936112434,68.8005936,0.51703416
Erie,29,11/1/22,305,2022,8.941934759,12.35128554,15.76063633,0.549661169,81.54431831,0.276546673
Erie,29,11/2/22,306,2022,6.243287593,12.19230798,18.14132837,0,68.88189817,0.571178739
Erie,29,11/3/22,307,2022,7.187332664,12.10213893,17.0169452,0,67.35010015,0.540719651
Erie,29,11/4/22,308,2022,12.63294321,17.56397285,22.49500249,0,53.79902613,1.025942332
Erie,29,11/5/22,309,2022,14.45958286,19.81719341,25.17480395,11.79177846,57.61590751,1.117582622
Erie,29,11/6/22,310,2022,10.41044825,13.88960643,17.3687646,0.50799926,80.82421625,0.32399824
Erie,29,11/7/22,311,2022,2.098090589,8.128716837,14.15934309,0,65.81315176,0.481064818
Erie,29,11/8/22,312,2022,-0.357033187,4.695642342,9.74831787,0,60.58851197,0.394060293
Erie,29,11/9/22,313,2022,3.023344265,10.51284929,18.00235432,0.002391133,40.50113393,0.933620508
Erie,29,11/10/22,314,2022,10.36277648,15.4854094,20.60804231,0,40.66853487,1.136546966
Erie,29,11/11/22,315,2022,8.238536152,12.33058749,16.42263882,50.73732741,80.45602475,0.284800792
Erie,29,11/12/22,316,2022,1.863560605,5.354956996,8.846353388,3.123076211,88.61710394,0.030897485
Erie,29,11/13/22,317,2022,-0.768510085,1.346080615,3.460671315,2.759060524,73.39495863,0.178158721
Erie,29,11/14/22,318,2022,-0.185878137,1.372231671,2.930341479,0.003423843,63.26446638,0.24255291
Erie,29,11/15/22,319,2022,-0.10629644,1.779074537,3.664445514,3.158160567,60.68001118,0.269669194
Erie,29,11/16/22,320,2022,-0.894601439,1.497628478,3.889858396,14.49725228,80.33049358,0.134866859
Erie,29,11/17/22,321,2022,-2.96546579,-0.749524127,1.466417536,21.28211966,76.86387209,0.133865794
Erie,29,11/18/22,322,2022,-5.936528698,-2.452422965,1.031682768,27.82250969,78.42074819,0.1208379
Erie,29,11/19/22,323,2022,-7.198893095,-4.477809234,-1.756725374,9.089878143,77.60738566,0.102217626
Erie,29,11/20/22,324,2022,-7.774967921,-5.450036725,-3.125105529,0.257983052,69.23431502,0.128332227
Erie,29,11/21/22,325,2022,-4.996732366,0.57852365,6.153779667,0,59.45801387,0.321610351
Erie,29,11/22/22,326,2022,-2.134943431,2.493779786,7.122503002,0,63.28406302,0.310899648
Erie,29,11/23/22,327,2022,-2.00216838,2.739803517,7.481775413,2.17656420251056E-04,76.22917072,0.21167225
Erie,29,11/24/22,328,2022,0.108301834,5.525690215,10.9430786,2.958319575,71.83738966,0.32528998
Erie,29,11/25/22,329,2022,0.171775407,4.376830267,8.581885128,0.163549499,78.06960298,0.209833746
